designation,winery,points
Demestica Semi Dry,Achaia Clauss,90
Demestica White,Achaia Clauss,88
,Achaval-Ferrer,90
Finca Bella Vista,Achaval-Ferrer,93
Finca Mirador,Achaval-Ferrer,93
,Achaval-Ferrer,89
Finca Mirador,Achaval-Ferrer,88
,Achaval-Ferrer,87
Finca Mirador,Achaval-Ferrer,91
Finca Altamira,Achaval-Ferrer,94
Finca Mirador,Achaval-Ferrer,91
Quimera,Achaval-Ferrer,89
,Achaval-Ferrer,89
Finca Bella Vista,Achaval-Ferrer,92
Quimera,Achaval-Ferrer,88
Finca Altamira,Achaval-Ferrer,93
Finca Mirador,Achaval-Ferrer,94
Finca Bella Vista,Achaval-Ferrer,94
Finca Altamira,Achaval-Ferrer,92
,Achaval-Ferrer,83
,Acinum,93
Extra Dry,Acinum,85
,Acinum,87
,Ackerman,88
,Ackerman,84
,Ackerman,86
Brut,Ackerman,86
,Ackerman,89
RosÃ© Brut,Ackerman,85
,Ackerman,86
Alavigna Tosca,Ackerman Family Vineyards,90
,Ackerman Family Vineyards,88
Reserve,Aconcagua,84
Oak Roble,Aconcagua,82
,Aconcagua,81
,Aconga,84
,Aconga,82
Bonarda-Merlot,Aconga,81
,Aconga,82
,Aconga,85
,AcordeÃ³n,83
,AcordeÃ³n,84
,AcordeÃ³n,86
,AcordeÃ³n,82
,AcordeÃ³n,84
,AcordeÃ³n,85
Reserve,Acorex,83
Alegria Vineyards Axiom,Acorn,90
Heritage Vines Alegria Vineyards,Acorn,91
Heritage Vines Alegria Vineyards,Acorn,90
Alegria Vineyards Heritage Vines,Acorn,91
AlegrÃ­a Vineyard Heritage Vines,Acorn,88
Alegria Vineyard,Acorn,86
Alegria Vineyards,Acorn,86
Alegria Vineyards,Acorn,87
AlegrÃ­a Vineyards Axiom,Acorn,91
Alegria Vineyard,Acorn,87
Alegria Vineyards,Acorn,87
Axiom AlegrÃ­a Vineyards,Acorn,86
Medley AlegrÃ­a Vineyards,Acorn,84
Alegria Vineyard,Acorn,88
Medley Alegria Vineyards,Acorn,90
Alegria Vineyards Heritage Vines,Acorn,85
Axiom Alegria Vineyards,Acorn,87
Alegria Vineyards Heritage Vines,Acorn,90
Alegria Vineyards,Acorn,91
Alegria Vineyard Medley,Acorn,94
AlegrÃ­a Vineyards Medley,Acorn,92
Acorn Hill Alegria Vineyards,Acorn,86
,Acquiesce,87
,Acquiesce,88
,Acquiesce,88
Belle Blanc,Acquiesce,90
Grenache,Acquiesce,90
,Acquiesce,87
,Acre,87
,Acre Twenty-one,83
,Acre Twenty-one,84
,Acre Twenty-one,86
,Acre Twenty-one,85
,Acrobat,87
RosÃ© of,Acrobat,87
,Acrobat,86
RosÃ© of,Acrobat,90
,Acrobat,91
,Acrobat,88
,Acrobat,87
,Acrobat,88
RosÃ© of,Acrobat,89
,Acrobat,90
,Acrobat,88
,Acrobat,87
,Acrobat,86
,Acrobat,90
RosÃ© of,Acrobat,88
,Acronym,84
Great,Acronym,82
,Acumen,81
Mountainside,Acumen,93
,Acumen,85
Mountainside,Acumen,93
,Acumen,87
,Acumen,83
Cruel Mistress,Ad Lib,86
Sleeping Lady Vineyard,Ad Vivum,90
Sleeping Lady Vineyard,Ad Vivum,93
Valeirano,Ada Nada,88
Valeirano,Ada Nada,88
Rombone Elisa,Ada Nada,88
Elisa,Ada Nada,90
Rombone Elisa,Ada Nada,92
Valeirano,Ada Nada,88
Valeirano,Ada Nada,87
Cichin Riserva,Ada Nada,86
Rose & Thistle,Adair Bachman,90
Rose & Thistle,Adair Bachman,90
Singan,Adalia,84
Winemaker's Select Red Blend,Adamant Cellars,91
Red Blend,Adamant Cellars,88
Bliss White Wine,Adamant Cellars,86
Nalin,Adamant Cellars,90
Spofford Station Vineyard,Adamant Cellars,87
Red Blend,Adamant Cellars,88
Nalin,Adamant Cellars,90
Winemaker's Select,Adamant Cellars,88
GarbÃ¨l,Adami,86
Sul Lievito,Adami,88
,Adami,89
Vigneto Giardino,Adami,89
Dei Casel Extra Dry,Adami,88
Dei Casel Extra Dry,Adami,88
Bosco di Gica Brut,Adami,87
Vigneto Giardino Dry,Adami,88
Bosco di Gica Brut,Adami,88
GarbÃ¨l Brut,Adami,86
Col Credas Rive di Farra di Soligo,Adami,90
Col Credas Rive di Farra di Soligo Brut,Adami,89
Extra Dry,Adami,88
,Adami,90
Rive di Colbertaldo Vigneto Giardino Asciutto,Adami,90
Bosco di Gica Brut,Adami,87
Sul Lievito,Adami,90
Dry,Adami,89
Credas Rive di Farra di Soligo Brut,Adami,89
Dei Casel Extra Dry,Adami,88
Sul Lievito,Adami,88
Vigneto Giardino Dry,Adami,87
Bosco di Gica Brut,Adami,88
Bosco di Gica Brut,Adami,88
Cartizze Dry,Adami,90
Dei Casel Extra Dry,Adami,87
Reckoning,Adams Bench,93
the V,Adams Bench,93
Red Willow Vineyard,Adams Bench,93
Red Willow Vineyard,Adams Bench,88
Artz and Shaw Red Mountain,Adams Bench,90
Stillwater Creek Vineyard,Adams Bench,92
V Reserve,Adams Bench,93
the V,Adams Bench,89
Mays Discovery Vineyard,Adams Bench,89
Reckoning,Adams Bench,89
The V,Adams Bench,91
Artz and Shaw Red Mountain,Adams Bench,90
Red Willow Vineyard,Adams Bench,89
The V,Adams Bench,91
the V,Adams Bench,90
,Adanti,92
,Adanti,84
,Adanti,93
,Adanti,87
Arquata,Adanti,87
,Adastra,92
Proximus,Adastra,90
Proximus,Adastra,84
Ed's Red,Adastra,82
,Adastra,87
Proximus,Adastra,84
,Addamo,89
,Addamo,82
Reserve,Addamo,87
Skellenger Lane,Addendum,93
Stagecoach Vineyard,Addendum,91
,Addendum,93
Brandan,Adega Algueira,90
Peza do Rei,Adega CachÃ­n,89
Peza do Rei,Adega CachÃ­n,89
D'Ã“,Adega Cooperativa da Batalha,84
Senses,Adega Cooperativa de Borba,87
Aragonez and Touriga Nacional,Adega Cooperativa de Borba,87
,Adega Cooperativa de Borba,86
Adega de Borba Branco,Adega Cooperativa de Borba,85
Senses,Adega Cooperativa de Borba,84
CuvÃ©e B,Adega Cooperativa de Borba,85
Branco Reserva,Adega Cooperativa de Borba,88
CuvÃ©e B,Adega Cooperativa de Borba,84
Garrafeira,Adega Cooperativa de Borba,92
Montes Claros Garrafeira,Adega Cooperativa de Borba,90
Premium,Adega Cooperativa de Borba,91
Premium Branco,Adega Cooperativa de Borba,88
Premium Branco,Adega Cooperativa de Borba,88
Senses,Adega Cooperativa de Borba,85
Garrafeira,Adega Cooperativa de Borba,91
Convento da Vila,Adega Cooperativa de Borba,85
Reserva,Adega Cooperativa de Borba,89
Senses,Adega Cooperativa de Borba,87
Premium,Adega Cooperativa de Borba,90
Montes Claros Reserva Branco,Adega Cooperativa de Borba,87
Senses,Adega Cooperativa de Borba,85
Montes Claros Garrafeira,Adega Cooperativa de Borba,90
Reserva,Adega Cooperativa de Borba,90
Montes Claros Garrafeira,Adega Cooperativa de Borba,90
Adegaborba.pt,Adega Cooperativa de Borba,83
Convento da Vila,Adega Cooperativa de Borba,86
Senses,Adega Cooperativa de Borba,87
,Adega Cooperativa de Borba,86
Senses,Adega Cooperativa de Borba,84
Garrafeira,Adega Cooperativa de Borba,90
,Adega Cooperativa de Borba,85
Monte Claros Colheita Branco,Adega Cooperativa de Borba,86
Brado,Adega Cooperativa de Borba,85
Premium Branco,Adega Cooperativa de Borba,88
Premium,Adega Cooperativa de Borba,90
Sense,Adega Cooperativa de Borba,87
Montes Claros Reserva,Adega Cooperativa de Borba,88
Reserva,Adega Cooperativa de Borba,88
Brado,Adega Cooperativa de Borba,85
Brado,Adega Cooperativa de Borba,85
Convento da Vila Branco,Adega Cooperativa de Borba,85
Roupeiro-AntÃ£o Vaz,Adega Cooperativa de Borba,85
,Adega Cooperativa de Borba,84
Montes Claros Reserva Branco,Adega Cooperativa de Borba,89
Reserva,Adega Cooperativa de Borba,89
Montes Claros Colheita,Adega Cooperativa de Borba,85
Adegaborba.pt Reserva,Adega Cooperativa de Borba,89
Montes Claros Reserva,Adega Cooperativa de Borba,86
Montes Claros Reserva,Adega Cooperativa de Borba,85
Grande Reserva,Adega Cooperativa de Borba,92
,Adega Cooperativa de Borba,86
Senses,Adega Cooperativa de Borba,86
Montes Claros Reserva Branco,Adega Cooperativa de Borba,88
Brado Branco,Adega Cooperativa de Borba,85
Senses,Adega Cooperativa de Borba,87
Premium Tinto,Adega Cooperativa de Vila Real,82
Plexus Frisante RosÃ©,Adega Cooperativa do Cartaxo,83
BridÃ£o Classico,Adega Cooperativa do Cartaxo,84
Xairel,Adega Cooperativa do Cartaxo,84
BridÃ£o,Adega Cooperativa do Cartaxo,86
Plexus Branco,Adega Cooperativa do Cartaxo,84
BridÃ£o ClÃ¡ssico,Adega Cooperativa do Cartaxo,86
BridÃ£o Classico Branco,Adega Cooperativa do Cartaxo,87
Coudel Mor Reserva,Adega Cooperativa do Cartaxo,85
BridÃ£o,Adega Cooperativa do Cartaxo,86
BridÃ£o ClÃ¡ssico,Adega Cooperativa do Cartaxo,87
Xairel Tinto,Adega Cooperativa do Cartaxo,85
BridÃ£o Classico,Adega Cooperativa do Cartaxo,86
Xairel,Adega Cooperativa do Cartaxo,84
BridÃ£o Colheita Seleccionada,Adega Cooperativa do Cartaxo,87
BridÃ£o Classico,Adega Cooperativa do Cartaxo,88
Plexus RosÃ©,Adega Cooperativa do Cartaxo,83
BridÃ£o Classico Branco,Adega Cooperativa do Cartaxo,85
Plexus Tinto,Adega Cooperativa do Cartaxo,85
Coudel Mor Reserva,Adega Cooperativa do Cartaxo,88
BridÃ£o Reserva Branco,Adega Cooperativa do Cartaxo,85
BridÃ£o Reserva Branco,Adega Cooperativa do Cartaxo,86
Coudel Mor Reserva,Adega Cooperativa do Cartaxo,85
Plexus Tinto,Adega Cooperativa do Cartaxo,84
BridÃ£o ClÃ¡ssico,Adega Cooperativa do Cartaxo,86
BridÃ£o Colheita Seleccionada,Adega Cooperativa do Cartaxo,88
Xairel Branco,Adega Cooperativa do Cartaxo,86
BridÃ£o Colheita Seleccionada,Adega Cooperativa do Cartaxo,86
Coudel Mor Classico,Adega Cooperativa do Cartaxo,85
BridÃ£o Colheita Seleccionada,Adega Cooperativa do Cartaxo,86
Coudel Mor ClÃ¡ssico,Adega Cooperativa do Cartaxo,84
Coudel Mor Classico,Adega Cooperativa do Cartaxo,85
Xairel,Adega Cooperativa do Cartaxo,85
BridÃ£o,Adega Cooperativa do Cartaxo,84
BridÃ£o Reserva,Adega Cooperativa do Cartaxo,91
BridÃ£o Colheita Seleccionada,Adega Cooperativa do Cartaxo,87
BridÃ£o Reserva,Adega Cooperativa do Cartaxo,91
BridÃ£o Classico Branco,Adega Cooperativa do Cartaxo,84
BridÃ£o ClÃ¡ssico Branco,Adega Cooperativa do Cartaxo,85
BridÃ£o Classico,Adega Cooperativa do Cartaxo,87
BridÃ£o,Adega Cooperativa do Cartaxo,86
Coudel Mor,Adega Cooperativa do Cartaxo,84
BridÃ£o Private Collection,Adega Cooperativa do Cartaxo,90
BridÃ£o Private Collection,Adega Cooperativa do Cartaxo,90
BridÃ£o Reserva Tinto,Adega Cooperativa do Cartaxo,88
Plexus Branco,Adega Cooperativa do Cartaxo,85
Plexus RosÃ©,Adega Cooperativa do Cartaxo,83
BridÃ£o Colheita Seleccionada,Adega Cooperativa do Cartaxo,87
Plexus Frisante Branco,Adega Cooperativa do Cartaxo,85
Las Lilas,Adega Cooperativa Ponte de Barca,85
Hera,Adega Cooperativa Ponte de Barca,84
Escolha,Adega Cooperativa Ponte de Barca,83
Hera,Adega Cooperativa Ponte de Barca,83
Escolha,Adega Cooperativa Ponte de Barca,83
Ela Branco,Adega Cooperativa Ponte de Barca,83
Hera,Adega Cooperativa Ponte de Barca,85
Hera Grande Escolha,Adega Cooperativa Ponte de Barca,86
Ela,Adega Cooperativa Ponte de Barca,83
Encostas do Lima,Adega Cooperativa Ponte de Lima,84
Adamado,Adega Cooperativa Ponte de Lima,85
,Adega Cooperativa Ponte de Lima,88
Ponte,Adega Cooperativa Ponte de Lima,85
Adamado,Adega Cooperativa Ponte de Lima,84
Ponte,Adega Cooperativa Ponte de Lima,85
Foral de Cantanhede Grande Reserva,Adega de Cantanhede,93
MarquÃªs de Marialva RosÃ© Bruto,Adega de Cantanhede,86
Foral de Cantanhede Gold Edition Grande Reserva,Adega de Cantanhede,88
MarquÃªs de Marialva Colheita Seleccionada Branco,Adega de Cantanhede,84
MarquÃªs de Marialva Bical & Arinto Bruto,Adega de Cantanhede,88
MarquÃªs de Marialva Reserva,Adega de Cantanhede,88
MarquÃªs de Marialva Extra Bruto CuvÃ©e,Adega de Cantanhede,90
2221 Terroir de Cantanhede,Adega de Cantanhede,92
Blanc de Blancs Bruto,Adega de Cantanhede,85
MarquÃªs de Marialva Grande Reserva,Adega de Cantanhede,91
MarquÃªs de Marialva Reserva,Adega de Cantanhede,90
MarquÃªs de Marialva Grande Reserva,Adega de Cantanhede,92
MarquÃªs de Marialva Colheita Seleccionada,Adega de Cantanhede,84
MarquÃªs de Marialva Reserva,Adega de Cantanhede,89
MarquÃªs de Marialva Grande Reserva,Adega de Cantanhede,90
MarquÃªs de Marialva,Adega de Cantanhede,88
MarquÃªs de Marialva Colheita Seleccionada,Adega de Cantanhede,84
Colheita,Adega de Favaios,90
10-Years-Old,Adega de Favaios,88
,Adega de Favaios,93
Colheita,Adega de Favaios,90
10 Anos,Adega de Favaios,88
Casa Velha Colheita Seleccionada,Adega de Favaios,90
Castas de MonÃ§Ã£o Reserva Bruto Natural,Adega de MonÃ§Ã£o,87
Muralhas de MonÃ§Ã£o,Adega de MonÃ§Ã£o,85
,Adega de Penalva,88
Eidos de PadriÃ±Ã¡n,Adega dos Eidos,90
Eidos de PadriÃ±an,Adega dos Eidos,90
Eidos de PadriÃ±Ã¡n,Adega dos Eidos,89
Terroir,Adega MÃ£e,93
Pinta Negra,Adega MÃ£e,85
Pinta Negra Branco,Adega MÃ£e,85
Pinta Negra,Adega MÃ£e,87
Pinta Negra Branco,Adega MÃ£e,85
Dory Reserva,Adega MÃ£e,92
Dory Reserva,Adega MÃ£e,92
Dory Reserva,Adega MÃ£e,92
,Adega MÃ£e,87
Pinta Negra,Adega MÃ£e,83
,Adega MÃ£e,87
Dory,Adega MÃ£e,88
,Adega MÃ£e,88
Pinta Negra,Adega MÃ£e,82
Dory Tinto,Adega MÃ£e,88
Dory Colheita Branco,Adega MÃ£e,88
,Adega MÃ£e,85
2 2 1,Adega MÃ£e,91
Pinta Negra Tinto,Adega MÃ£e,84
Terroir Branco,Adega MÃ£e,90
,Adega MÃ£e,82
Dory Reserva,Adega MÃ£e,92
Pinta Negra,Adega MÃ£e,85
Dory,Adega MÃ£e,87
,Adega MÃ£e,88
,Adega MÃ£e,90
,Adega MÃ£e,85
,Adega MÃ£e,85
Dory,Adega MÃ£e,87
Pinta Negra Branco,Adega MÃ£e,85
Dory,Adega MÃ£e,87
Bruto,Adega MÃ£e,86
Dory,Adega MÃ£e,88
Dory,Adega MÃ£e,88
,Adega MÃ£e,89
2 2 1,Adega MÃ£e,91
Dory Reserva,Adega MÃ£e,93
Dory,Adega MÃ£e,88
Dory Reserva,Adega MÃ£e,92
,Adega MÃ£e,91
,Adega MÃ£e,87
Monte Mayor,Adega Mayor,83
Caiado Tinto,Adega Mayor,86
Monte Mayor,Adega Mayor,88
Siza,Adega Mayor,93
Caiado,Adega Mayor,84
Reserva do Comendador,Adega Mayor,87
Caiado,Adega Mayor,86
Reserva do Comendador,Adega Mayor,88
Solista,Adega Mayor,86
Solista Branco,Adega Mayor,89
Pai ChÃ£o,Adega Mayor,92
Caiado Branco,Adega Mayor,82
Pai ChÃ£o Garrafeira,Adega Mayor,91
Monte Mayor Reserva,Adega Mayor,84
Caiado,Adega Mayor,86
Monte Mayor Branco,Adega Mayor,88
Weinbau Vineyard Block 10,Adega Northwest,89
,Adega Vila Real,88
Grande Reserva,Adega Vila Real,88
Reserva,Adega Vila Real,86
,Adega Vila Real,87
Reserva,Adega Vila Real,90
Premium,Adega Vila Real,86
Colheita,Adega Vila Real,81
Grande Reserva,Adega Vila Real,85
Premium,Adega Vila Real,89
Colheita,Adega Vila Real,81
Colheita,Adega Vila Real,85
,Adega Vila Real,82
Reserva,Adega Vila Real,84
Premium,Adega Vila Real,86
Vinho Branco,Adega Viuva Gomes,88
Reserva Velho,Adega Viuva Gomes,93
Brandal,Adegas D'Altamira,89
SelecciÃ³n,Adegas D'Altamira,86
SelecciÃ³n Especial,Adegas Gran Vinum,89
Gran Vinum,Adegas Gran Vinum,83
Esencia DiviÃ±a,Adegas Gran Vinum,89
SelecciÃ³n Especial,Adegas Gran Vinum,93
Gran Vinum SelecciÃ³n Especial,Adegas Gran Vinum,90
Esencia DiviÃ±a,Adegas Gran Vinum,91
Esencia DiviÃ±a,Adegas Gran Vinum,91
Esencia DiviÃ±a,Adegas Gran Vinum,89
Esencia DiviÃ±a,Adegas Gran Vinum,91
TradiciÃ³n Joven,Adegas Moure,84
TradiciÃ³n Barrica,Adegas Moure,82
TradiciÃ³n,Adegas Moure,87
,Adegas Terra Santa,86
Anna's Estate Vineyard,Adelaida,88
Viking Estate Vineyard Reserve,Adelaida,86
Glenrose Vineyard Reserve,Adelaida,85
Keeper,Adelaida,88
Michaels' Estate Vineyard,Adelaida,86
Viking Estate Vineyard Reserve,Adelaida,88
HMR Vineyard,Adelaida,89
The Glenrose Vineyard,Adelaida,89
Anna's Vineyard Version,Adelaida,88
Michael's Vineyard,Adelaida,86
HMR Estate Vineyard,Adelaida,84
Anna's Estate Vineyard,Adelaida,86
Viking Estate Vineyard,Adelaida,87
Viking Vineyard,Adelaida,84
The Glenrose Vineyard Version,Adelaida,86
Michael's Estate Reserve,Adelaida,90
Version Reserve,Adelaida,90
Version White Anna's Vineyard,Adelaida,90
Anna's,Adelaida,92
Estate,Adelaida,92
Anna's Estate Vineyard,Adelaida,91
,Adelaida,90
Anna's Vineyard,Adelaida,89
Vineyard Series Doctor's Vineyard,Adelaida,86
The Glenrose Vineyard,Adelaida,86
Reserve The Glenrose Vineyard,Adelaida,91
HMR/Viking Vineyards,Adelaida,89
HMR Estate Vineyard,Adelaida,84
Viking Estate Vineyard Reserve,Adelaida,88
Version Anna's Estate,Adelaida,90
HMR Estate Santa Lucia Highland Range,Adelaida,88
The Glenrose Vineyard Version,Adelaida,87
Finder,Adelaida,88
Glenrose & Anna's Vineyard,Adelaida,85
Anna's Vineyard,Adelaida,88
Vineyard Series La Encantada,Adelaida,91
Michael's Vineyard Estate,Adelaida,89
Version,Adelaida,84
Anna's Estate Vineyard,Adelaida,87
Version Anna's Vineyard,Adelaida,82
,Adelaida,84
Michael's Vineyard,Adelaida,84
Version The Glenrose Vineyard,Adelaida,89
Chelle Mountain Vineyard Reserve,Adelaida,88
,Adelaida,85
Reserve Chelle Mountain Vineyard,Adelaida,88
HMR Vineyard,Adelaida,87
Viking Estate Vineyard Reserve,Adelaida,86
Reserve,Adelaida,91
Michael's Vineyard,Adelaida,81
HMR Vineyard,Adelaida,88
Viking Estate Vineyard Reserve,Adelaida,90
Version,Adelaida,90
,Adelaida,90
Anna's Vineyard,Adelaida,86
The Glenrose Vineyard,Adelaida,88
Keeper,Adelaida,88
Finder Estate,Adelaida,89
Viking Estate Vineyard,Adelaida,89
Michael's Estate Vineyard,Adelaida,82
Vineyard Series Doctor's Vineyard,Adelaida,86
Viking Estate Reserve,Adelaida,90
School House,Adelaida,83
Anna's Vineyard Reserve,Adelaida Cellars,90
Version Red Anna's Vineyard Reserve,Adelaida Cellars,90
Anna's Vineyard Reserve,Adelaida Cellars,88
,Adelsheim,90
,Adelsheim,90
Caitlin's Reserve,Adelsheim,92
Elizabeth's Reserve,Adelsheim,93
Elizabeth's Reserve,Adelsheim,89
Seven Springs Vineyard,Adelsheim,90
,Adelsheim,91
Boulder Bluff Vineyard,Adelsheim,93
Ribbon Springs Vineyard,Adelsheim,88
Ribbon Springs Vineyard,Adelsheim,89
Ribbon Springs Vineyard,Adelsheim,92
Nicholas Vineyard,Adelsheim,95
Stoller Vineyard,Adelsheim,86
Winderlea Vineyard,Adelsheim,92
Ribbon Springs Vineyard,Adelsheim,92
Caitlin's Reserve,Adelsheim,91
,Adelsheim,90
,Adelsheim,88
AVS,Adelsheim,91
,Adelsheim,89
Quarter Mile Lane Vineyard,Adelsheim,92
,Adelsheim,91
Calkins Lane Vineyard,Adelsheim,93
,Adelsheim,88
Calkins Lane Vineyard,Adelsheim,90
Bryan Creek Vineyard,Adelsheim,89
Elizabeth's Reserve,Adelsheim,92
Elizabeth's Reserve,Adelsheim,92
Bryan Creek Vineyard,Adelsheim,89
Temperance Hill Vineyard,Adelsheim,91
Ribbon Springs Vineyard,Adelsheim,90
Ribbon Springs Vineyard,Adelsheim,93
Caitlin's Reserve,Adelsheim,92
Boulder Bluff Vineyard,Adelsheim,92
Ribbon Springs Vineyard,Adelsheim,92
,Adelsheim,92
Temperance Hill Vineyard,Adelsheim,93
Bryan Creek Vineyard,Adelsheim,91
Temperance Hill Vineyard,Adelsheim,93
,Adelsheim,89
Boulder Bluff Vineyard,Adelsheim,91
,Adelsheim,91
Bryan Creek Vineyard,Adelsheim,93
Bryan Creek Vineyard,Adelsheim,88
Ribbon Springs Vineyard Auxerrois,Adelsheim,89
Boulder Bluff Vineyard,Adelsheim,88
Nicholas Vineyard,Adelsheim,93
Boulder Bluff Vineyard,Adelsheim,92
Elizabeth's Reserve,Adelsheim,92
Winderlea Vineyard,Adelsheim,93
,Adelsheim,90
Caitlin's Reserve,Adelsheim,92
Bryan Creek Vineyard,Adelsheim,90
Calkins Lane Vineyard,Adelsheim,89
Quarter Mile Lane Vineyard,Adelsheim,92
,Adelsheim,87
Elizabeth's Reserve,Adelsheim,89
Caitlin's Reserve,Adelsheim,92
Ribbon Springs Vineyard,Adelsheim,90
Caitlin's Reserve,Adelsheim,91
Bryan Creek Vineyard,Adelsheim,90
,Adelsheim,89
,Adelsheim,91
Caitlin's Reserve,Adelsheim,92
Calkins Lane Vineyard,Adelsheim,93
Ribbon Springs Vineyard,Adelsheim,89
Zenith Vineyard,Adelsheim,90
Calkins Lane Vineyard,Adelsheim,92
Ribbon Springs Vineyard,Adelsheim,90
Quarter Mile Lane Vineyard,Adelsheim,94
,Adelsheim,91
Calkins Lane Vineyard,Adelsheim,90
Breaking Ground,Adelsheim,91
Winderlea Vineyard,Adelsheim,92
Zenith Vineyard,Adelsheim,93
,Adelsheim,91
Nicholas Vineyard,Adelsheim,90
Winderlea Vineyard,Adelsheim,94
Calkins Lane Vineyard,Adelsheim,89
,Adelsheim,92
Stoller Vineyard,Adelsheim,92
,Adelsheim,91
Elizabeth's Reserve,Adelsheim,90
Quarter Mile Lane Vineyard,Adelsheim,90
Caitlin's Reserve,Adelsheim,92
,Aderezo,89
Cape Winemakers Guild Love Boat Red,Adi Badenhorst & Duncan Savage,94
Cape Winemakers Guild Love Boat White,Adi Badenhorst & Duncan Savage,92
Million Dollar Beach,Adirondack Winery,85
Island Sunset Cabernet Franc,Adirondack Winery,88
Barrel Aged Adirondack Overlook,Adirondack Winery,86
Still Waters,Adirondack Winery,83
Summit Solitude,Adirondack Winery,85
Adirondack Breeze,Adirondack Winery,85
,Adirondack Winery,83
Island Sunset Cabernet Franc,Adirondack Winery,88
Barrel Aged Adirondack Overlook,Adirondack Winery,86
Break By The Lake,Adirondack Winery,86
,Adler Fels,87
,Adler Fels,84
,Adler Fels,85
,Adler Fels,83
,Adler Fels,84
The Eagle Rock,Adler Fels,89
,Adler Fels,86
,Adler Fels,84
Blanc & Blanc,Admirable Family Vineyard,88
Vigneronne,Admirable Family Vineyard,88
,Adobe Road,84
Bavarian Lion Vineyard,Adobe Road,90
,Adobe Road,87
Bavarian Lion Vineyard,Adobe Road,83
,Adobe Road,87
,Adobe Road,87
Bereich Bernkastel,Adolph Mueller,86
,Adoquin,88
,Adoquin,88
,AdrÃ¡s,88
,AdrÃ¡s,86
,AdrÃ¡s,88
,AdrÃ¡s,83
Rapido White,Adria Vini,85
Mirabello,Adria Vini,84
Numbers,Adrian Fog,83
,Adriano Marco & Vittorio,87
Sanadaive,Adriano Marco & Vittorio,94
Basarin,Adriano Marco & Vittorio,92
,Adriano Marco & Vittorio,91
,Adriano Marco & Vittorio,87
Sanadaive,Adriano Marco & Vittorio,91
Basarin Riserva,Adriano Marco & Vittorio,89
Basarin,Adriano Marco & Vittorio,88
Sanadaive,Adriano Marco & Vittorio,90
Basarin,Adriano Marco & Vittorio,90
Sanadaive,Adriano Marco & Vittorio,88
Basarin,Adriano Marco & Vittorio,92
Sanadaive,Adriano Marco & Vittorio,94
Sanadaive,Adriano Marco & Vittorio,92
Basarin Riserva,Adriano Marco & Vittorio,89
,Adzic,89
Spanish Springs Vineyard,Aequorea,93
Spanish Spring Vineyard,Aequorea,94
Riven Rock Vineyard,Aequorea,93
SeaFarer,Aequorea,93
Dry Stack Vineyard,Aesthete,93
,Aether Wine Company,93
Sierra Madre Vineyard,Aether Wine Company,94
Matrix,Aether Wine Company,95
Sanford & Benedict Vineyard,Aether Wine Company,94
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Ã,Ã,0
Amparo Estate,Ã Maurice,92
Owl & Crown,Ã Maurice,89
,Ã Maurice,94
,Ã Maurice,89
,Ã Maurice,91
Gamache Vineyard,Ã Maurice,93
Boushey Vineyard,Ã Maurice,89
,Ã Maurice,91
,Ã Maurice,90
Sparrow,Ã Maurice,90
,Ã Maurice,91
Owl & Crown Estate Reserve,Ã Maurice,90
Fred Estate,Ã Maurice,91
,Ã Maurice,92
,Ã Maurice,92
Boushey Vineyard,Ã Maurice,89
Fred Estate,Ã Maurice,89
William Ivey,Ã Maurice,91
Sparrow Estate Viognier,Ã Maurice,91
